strain_id,species,pace_loglog
19.0,Rhodotorula mucilaginosa,0.632928277265346
19.0,Rhodotorula mucilaginosa,0.632928277265346
19.0,Rhodotorula mucilaginosa,0.28699166305892987
19.0,Rhodotorula mucilaginosa,0.3049187904588674
19.0,Rhodotorula mucilaginosa,0.4904543553029298
19.0,Rhodotorula mucilaginosa,0.4904543553029298
19.0,Rhodotorula mucilaginosa,0.4904543553029298
19.0,Rhodotorula mucilaginosa,0.4904543553029298
19.0,Rhodotorula mucilaginosa,0.4904543553029298
19.0,Rhodotorula mucilaginosa,0.3416385493388109
19.0,Rhodotorula mucilaginosa,0.3074854701542668
19.0,Rhodotorula mucilaginosa,1.2577253214331936
19.0,Rhodotorula mucilaginosa,1.2577253214331936
19.0,Rhodotorula mucilaginosa,1.2577253214331936
19.0,Rhodotorula mucilaginosa,1.2577253214331936
19.0,Rhodotorula mucilaginosa,1.2577253214331936
19.0,Rhodotorula mucilaginosa,0.3427350195680114
19.0,Rhodotorula mucilaginosa,0.3457628791718278
19.0,Rhodotorula mucilaginosa,0.2451529298926078
19.0,Rhodotorula mucilaginosa,0.15554567313493764
19.0,Rhodotorula mucilaginosa,0.2451529298926078
19.0,Rhodotorula mucilaginosa,0.2451529298926078
19.0,Rhodotorula mucilaginosa,0.2451529298926078
20.0,Rhodotorula mucilaginosa,0.4014317322769045
20.0,Rhodotorula mucilaginosa,0.4014317322769045
20.0,Rhodotorula mucilaginosa,0.7449010753390387
20.0,Rhodotorula mucilaginosa,0.7449010753390387
20.0,Rhodotorula mucilaginosa,0.7449010753390387
20.0,Rhodotorula mucilaginosa,0.7449010753390387
20.0,Rhodotorula mucilaginosa,0.7449010753390387
20.0,Rhodotorula mucilaginosa,0.4462110148407881
20.0,Rhodotorula mucilaginosa,0.4457740618706665
20.0,Rhodotorula mucilaginosa,0.6671633098010593
20.0,Rhodotorula mucilaginosa,0.2709300011720581
20.0,Rhodotorula mucilaginosa,1.1140000140013757
20.0,Rhodotorula mucilaginosa,1.1140000140013757
20.0,Rhodotorula mucilaginosa,1.1140000140013757
20.0,Rhodotorula mucilaginosa,1.1140000140013757
20.0,Rhodotorula mucilaginosa,1.1140000140013757
20.0,Rhodotorula mucilaginosa,-0.016453242677848038
20.0,Rhodotorula mucilaginosa,-0.016453242677848038
20.0,Rhodotorula mucilaginosa,-0.016453242677848038
21.0,Rhodotorula mucilaginosa,0.29673913567448923
21.0,Rhodotorula mucilaginosa,0.3160125719877465
21.0,Rhodotorula mucilaginosa,0.8958722475534213
21.0,Rhodotorula mucilaginosa,0.8958722475534213
21.0,Rhodotorula mucilaginosa,0.8958722475534213
21.0,Rhodotorula mucilaginosa,0.8958722475534213
21.0,Rhodotorula mucilaginosa,0.8958722475534213
